Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.740598243760415,1.8300621064805251,2.7394237455568815,0.23992133726647,0.378180508881421,0.17696160267111852
2,1.5011359963611333,1.302410784872846,1.5682699084281921,0.3825422365245374,0.5085213634181469,0.36894824707846413
3,1.3497897036336335,1.2227566937224192,1.4063317258107035,0.4506570126039153,0.5294047047527605,0.44908180300500833
4,1.2686855634934056,1.0953064684589857,1.3637771998581134,0.4837311164744793,0.5763322131541047,0.5125208681135225
5,1.2032224097960842,1.1033718192560202,1.3499709979483956,0.5186823992133727,0.6016562650024004,0.5225375626043406
6,1.1543153924461431,0.99018216951466,1.5095999303616976,0.538526861535711,0.6356216994719155,0.5041736227045075
7,1.1069666997844445,1.052625874211143,1.337096620547144,0.559667471171896,0.6099375900144023,0.5358931552587646
8,1.0687917650512835,0.9428792166775682,1.132390707731247,0.5759363546974167,0.6422227556409026,0.6010016694490818
9,1.0311311195585198,1.2380969354207136,1.1314415210171749,0.5943952802359882,0.6257801248199713,0.6243739565943238
10,1.001437929760481,0.9390053950579061,1.1732847925863767,0.6064628586752481,0.6595055208833414,0.5993322203672788
11,0.9707347215329689,0.9974276109628966,1.036621790183218,0.6129435952444802,0.6531445031204993,0.6444073455759599
12,0.9401679971202771,0.9804236901183961,1.1391601680140746,0.6289890050951998,0.635741718674988,0.6343906510851419
13,0.9177589438019521,0.9985180487731139,1.0403771635733152,0.6402073835702154,0.6461833893422948,0.6427378964941569
14,0.8827347769065786,0.9768369863607033,1.1556365168408345,0.6562974881558953,0.6466634661545847,0.664440734557596
15,0.8616784655084944,1.0147226038826862,1.0445121079683304,0.6656386877625816,0.6693470955352856,0.674457429048414
16,0.8335720473012386,0.9909878062252349,1.0230376453776109,0.6746223294895861,0.6527844455112818,0.6828046744574291
17,0.8112982670863753,1.1148827491317395,1.1810299581603,0.6835612764816305,0.6727076332213154,0.664440734557596
18,0.7781710798950005,1.05609988322528,1.1500235003860373,0.6983552337534639,0.6483437349975996,0.671118530884808
19,0.7594346401838851,0.9498833046364464,1.100110849267558,0.7059980334316618,0.6772683629380701,0.679465776293823
20,0.733121182905341,1.0053863980094124,1.2479510456323624,0.7173951908465183,0.67966874699952,0.672787979966611
21,0.7049873586613592,1.153123234464803,1.2121463590546657,0.7262447483686422,0.671147383581373,0.664440734557596
22,0.68405191010241,1.071188652562603,1.138057798931473,0.7379994636631805,0.6580652904464714,0.6928213689482471
23,0.6635240304142003,1.0632950305588358,1.219200602487514,0.7476535264145884,0.6736677868458953,0.679465776293823
24,0.6374751554164314,1.0061240111139822,1.1272442991796292,0.7586037364798427,0.6739078252520403,0.679465776293823
25,0.6140189761877741,1.1146474782441833,1.3092413638767444,0.7612407258424958,0.6823091694671147,0.672787979966611
26,0.5919673099176554,1.1340108316055644,1.2386805379861279,0.7729507464020738,0.6669467114738358,0.666110183639399
27,0.587350094681599,1.141390093974948,1.279941107097425,0.7763475462590507,0.6668266922707633,0.666110183639399
28,0.5479115063325902,1.0524007139116125,1.2337071338766499,0.7933315455439349,0.6781084973595776,0.669449081803005
29,0.5289176258367032,1.0982893594904202,1.3700362116490539,0.7976222401001162,0.670667306769083,0.67779632721202
30,0.5112686865031719,1.1649560012207536,1.2224933105079752,0.8086171449003308,0.664066250600096,0.7161936560934892
31,0.48505861631423514,1.2309618032271052,1.265247110865618,0.8166621971931707,0.6599855976956313,0.6861435726210351
32,0.47156860325765065,1.1802120939247496,1.4796942997919886,0.8203271654599088,0.6772683629380701,0.669449081803005
33,0.4523122316443383,1.2098066236022966,1.3489953601046611,0.8302047018861178,0.6597455592894863,0.6878130217028381
34,0.42795148754946416,1.1817538753275236,1.545084676460216,0.8407973540716903,0.6752280364858377,0.669449081803005
35,0.4109279487263398,1.1632626783004434,1.3983273874772222,0.8468311432913203,0.6740278444551128,0.6844741235392321
36,0.4085942279065482,1.2282492193838515,1.2620446862358796,0.8460713327969965,0.6533845415266443,0.7078464106844741
37,0.39156785557010587,1.2014339126426647,1.4334950682364012,0.8552784481988022,0.6824291886701872,0.6811352253756261
38,0.3795737417892761,1.300489818988343,1.515088364481926,0.8589881112005006,0.6705472875660106,0.67779632721202
39,0.34668745703627757,1.302915123116579,1.6326119201747995,0.8707875212299991,0.6621459433509361,0.679465776293823
40,0.3492564364796434,1.4570424136032678,1.50528904952501,0.8692679002413516,0.6580652904464714,0.679465776293823
41,0.32257245213400476,1.6251572489292914,1.635962840757872,0.8813354786806115,0.6676668266922707,0.6844741235392321
42,0.31979278593009247,2.163472272578811,1.8231790842194306,0.8833914364887816,0.6803888622179549,0.6928213689482471
43,0.3024732488047084,1.3244360683330794,1.502298120605318,0.8900062572628944,0.6763082093134901,0.7011686143572621
44,0.29155714269141647,1.512908435998283,1.6101517779262442,0.8925538571556271,0.6692270763322131,0.67779632721202
45,0.27888996879822486,1.391636733864854,1.5404140949249268,0.897783141145973,0.6707873259721555,0.6878130217028381
46,0.2747413664443779,1.5794739544024288,1.4569761627598812,0.9013587199427907,0.6613058089294287,0.7061769616026711
47,0.25819787158736635,1.3659587133565878,1.6426815519991673,0.9071690354876195,0.6831493038886222,0.6811352253756261
48,0.25099755181206007,1.514238365565919,1.4612899634398913,0.9087333512112273,0.6685069611137782,0.7178631051752922
49,0.23842757577083212,1.562750077785856,1.595786964422778,0.9125324036828462,0.6743879020643303,0.6978297161936561
50,0.22783882006020248,1.810075516636372,1.5055745918499797,0.9182533297577545,0.6734277484397504,0.7028380634390651
51,0.22940644504285396,1.441860609651052,1.832915570390852,0.9163761508894253,0.684829572731637,0.6811352253756261
52,0.2194338084276422,1.3461355251286524,1.6427745603417094,0.9211137927952088,0.6927508401344215,0.6928213689482471
53,0.214602025168175,1.5942057070142237,1.7517556277544875,0.9227674979887369,0.6800288046087374,0.6994991652754591
54,0.20172369582585198,1.4825284553657334,1.693648441841728,0.9274157504246,0.6880700912145943,0.6878130217028381
55,0.1994758013148577,2.621419906765808,2.078111363084693,0.9286672030034862,0.6597455592894863,0.672787979966611
56,0.20276560831223858,1.534959599938585,1.6241865016912158,0.9265665504603557,0.6665866538646184,0.7111853088480802
57,0.182149909483635,1.7577232393041082,1.719355981600912,0.9356842763922409,0.6818290926548247,0.6978297161936561
58,0.1805994613478899,1.6589900281967598,1.6933323509599034,0.9353714132475195,0.6811089774363899,0.7111853088480802
59,0.17426342257678648,1.584017932661218,1.9696014837214821,0.9376508447304908,0.6626260201632261,0.6494156928213689
60,0.16439700300680118,1.704667694858669,1.8719632562838102,0.9434164655403593,0.671867498799808,0.6894824707846411
61,0.16403333858431737,1.5867748986464887,1.8483769430925971,0.9423884866362743,0.6794287085933749,0.6878130217028381
62,0.1631462284793353,1.8045074633954339,1.7921337579426013,0.9429248234557969,0.6659865578492559,0.6928213689482471
63,0.1557996903748862,1.626363612660037,1.7430362215167599,0.9439081076249218,0.6659865578492559,0.7061769616026711
64,0.1558016627375236,1.6631685126970135,1.7450482264945382,0.9451148654688478,0.6651464234277484,0.7111853088480802
65,0.13808945377604948,2.0805128726172226,2.1443274079969057,0.9506570126039152,0.670907345175228,0.6994991652754591
66,0.14501421551620874,1.7332228016011746,1.7371936044410656,0.9486904442656655,0.6742678828612578,0.6861435726210351
67,0.13905425263659296,1.6513838565293002,2.032736485725955,0.9508804862787164,0.6748679788766203,0.672787979966611
68,0.13349268930391497,1.584070415030709,1.8909578809612675,0.9527129704120855,0.6781084973595776,0.664440734557596
69,0.13181153146273458,1.6262461732017046,1.8827824600433047,0.9536068651112899,0.6734277484397504,0.6944908180300501
70,0.12755258437797787,1.5564905545817718,1.6779008264604367,0.9554840439796192,0.6710273643783006,0.7045075125208681
71,0.12116770034919215,1.6098373416699951,2.08606819259493,0.9560650755341021,0.685309649543927,0.669449081803005
72,0.12276634843091766,1.674602663547845,1.892661856977563,0.9557075176544203,0.6783485357657225,0.6894824707846411
73,0.1283793541303805,1.6172075877180627,1.952831566137703,0.9543666756056136,0.6736677868458953,0.6911519198664441
74,0.11848491160571842,1.6404015961467227,2.2302017996185706,0.9581657280772325,0.6875900144023044,0.6811352253756261
75,0.11617628279881181,1.6388627047420339,2.0279326160487376,0.958255117547153,0.686029764762362,0.6944908180300501
76,0.12705419373264493,1.6803749727749762,1.8930811944760775,0.9555287387145794,0.6819491118578973,0.7028380634390651
77,0.11197104756360883,1.7543020008143928,1.9323445754615884,0.9610261911146867,0.6736677868458953,0.6944908180300501
78,0.10772154392611989,1.7362564791239943,1.8362727298548347,0.9608474121748458,0.664786365818531,0.7228714524207012
79,0.10526297435340365,1.7334869484897102,1.949614670715834,0.9625905068382945,0.6746279404704753,0.6844741235392321
80,0.10676682758103594,1.7867017442900366,1.9126213263524205,0.9621882542236525,0.6741478636581854,0.7161936560934892
